,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5
ENSMUSG00000074922,238.7377301,228.0384259,164.337492,356.8131007,334.213821,191.8973461,159.9009865,199.3962344,170.0882036,207.4363843,269.8044015,188.5525792,252.045474,194.385013,225.5639896,142.3833279,111.0929376,225.0131265,116.3617856,285.8978207
ENSMUSG00000048572,6.934290916,5.42948633,17.97441319,15.11919918,6.765461964,19.62586495,39.97524662,10.56403891,5.287716175,60.36508537,12.02949561,11.37817288,959.5848927,13.88464379,23.4497217,12.51066897,27.31793547,7.922997411,10.20717417,71.77603515
ENSMUSG00000041731,10.89674287,6.515383596,26.96161978,4.535759755,9.471646749,10.17637442,41.18661773,13.20504863,7.931574263,94.38904258,10.31099624,40.63633172,1506.507098,25.24480688,13.39984097,5.957461416,16.39076128,3.169198965,9.526695897,22.92007845
ENSMUSG00000058927,30.70900263,33.66281525,20.5421865,45.35759755,31.12112503,17.44521329,31.49564885,44.89716535,25.55729485,19.75584612,30.93298871,26.0072523,19.76827247,49.22737342,24.56637511,28.00006866,20.03315268,21.39209301,21.77530491,28.34851808
ENSMUSG00000024878,126.7984625,174.8294598,164.337492,131.5370329,119.0721306,125.0240285,274.9812419,211.2807781,155.9876272,120.7301707,113.4209586,149.5417007,149.9093996,113.601631,74.81577874,222.809057,195.3232386,171.9290438,207.5458749,205.6775461
ENSMUSG00000052085,308.0806392,222.6089395,299.1455909,139.0966325,401.8684407,265.3126187,216.8354286,248.2549143,231.7782257,162.436957,336.8258771,238.9416305,173.7960621,222.1543006,225.5639896,383.6605152,554.0987912,179.8520412,449.1156637,609.7947188
ENSMUSG00000032702,642.9078292,453.9050572,528.9613024,491.3739735,607.5384844,333.6397041,344.0293952,283.9085456,500.5704646,458.7746488,403.8473526,695.693999,972.763741,523.8297428,334.9960242,387.2349921,328.7258235,704.3544699,347.7244002,297.3578599
ENSMUSG00000048138,13.86858183,7.601280862,10.27109325,9.07151951,4.059277178,3.634419435,20.59330887,5.282019453,5.287716175,3.29264102,0,0,17.29723841,3.786721032,7.816573899,4.170222992,7.284782793,0.792299741,7.485261062,4.222119714
ENSMUSG00000024921,840.0398138,643.9370787,1199.150137,1105.21346,2658.826552,982.7470151,898.8373634,1089.416512,1345.723767,1246.8134,5631.522445,1864.394899,2305.474777,1894.622757,3504.058413,560.5971193,663.3705331,2048.887131,848.5564131,476.4963678
ENSMUSG00000024924,98.07068581,70.58332229,19.25829984,105.8343943,44.65204896,244.9598699,96.90968878,76.58928207,108.3981816,219.5094013,65.30297616,35.75997191,822.0306635,29.03152791,32.38294901,30.97879937,112.9141333,55.46098188,36.06534875,110.9814325
ENSMUSG00000041360,641.9172162,526.660174,292.7261576,748.4003596,641.3657942,463.7519198,983.6333411,633.8423344,623.9505087,876.9400584,563.6677943,713.5739849,538.6854248,645.0048158,618.6259914,865.0233977,851.4089889,1123.481033,912.5213712,1120.671204
ENSMUSG00000040929,22.78409872,27.14743165,26.96161978,21.16687886,24.35566307,25.44093604,53.30032883,43.57666049,24.67600882,9.87792306,32.65148808,22.75634576,26.35769662,41.65393136,17.86645463,23.82984567,39.15570751,26.14589146,33.34343564,14.47583902
ENSMUSG00000052942,10.89674287,3.257691798,3.851659969,19.65495894,10.82473914,59.60447873,36.34113329,6.602524316,29.96372499,24.14603415,6.873997491,6.501813075,10.70781425,7.573442065,13.39984097,129.8726589,187.127858,22.18439275,95.94743724,130.2825512
ENSMUSG00000064202,16.84042079,21.71794532,32.09716641,4.535759755,24.35566307,15.26456163,7.268226658,33.01262158,21.1508647,9.87792306,13.74799498,14.62907942,26.35769662,16.40912447,8.933227313,3.57447685,6.374184944,14.26139534,11.56813073,17.49163882
ENSMUSG00000040105,202.0850495,148.7679254,231.0995981,139.0966325,205.6700437,122.8433769,157.4782443,175.6271468,184.1887801,129.5105468,290.426394,173.9234997,195.2116906,204.4829357,259.0635921,159.659966,165.2735096,239.2745218,194.6167876,309.4210591
ENSMUSG00000024780,1086.702448,1256.383137,1070.761471,763.5195588,704.9611366,630.2083299,735.3022636,1023.391269,1098.082392,496.091247,659.9037591,970.3956014,696.0079265,994.6453912,493.560809,418.8095376,446.648245,521.3332297,599.5013632,370.9433749
ENSMUSG00000024782,6834.239004,6188.528519,4429.408964,5758.902969,5872.420985,3132.869553,2213.175017,5993.771574,2845.672588,1776.928604,3526.360713,3608.506256,3701.60902,4183.0645,3261.744623,1178.981614,1001.202335,2862.578965,1173.82503,1830.590476
ENSMUSG00000100075,48.54003641,48.86537697,110.4142524,31.75031829,59.53606528,19.62586495,3.634113329,34.33312644,17.62572058,20.85339313,25.77749059,50.38905133,58.48113939,95.93026615,32.38294901,7.744699841,5.00828817,16.63829456,6.804782783,20.50743861
ENSMUSG00000118038,15.84980781,14.11666446,19.25829984,13.60727927,20.29638589,10.17637442,24.22742219,30.37161185,14.9818625,36.21905122,25.77749059,13.00362615,16.47356039,26.50704723,18.98310804,5.957461416,10.01657634,19.01519379,12.24860901,1.809479878
ENSMUSG00000024785,3970.376856,5068.968438,4410.150664,6526.958288,2263.723573,1839.743118,6106.521764,3713.259675,4207.259503,2134.728928,1486.501957,4408.229265,1851.628188,3575.926895,1836.894866,773.2784919,889.6540985,2669.257828,1374.566122,699.6655527
ENSMUSG00000024789,145.6201092,134.651261,202.8540917,198.0615093,159.6649023,263.1319671,398.5410951,235.0498657,244.1162301,212.9241193,177.0054354,216.1852847,766.8442362,177.9758885,184.2478133,508.767205,666.1023266,258.2897156,393.3164449,489.1627269
ENSMUSG00000050957,14.85919482,17.37435626,3.851659969,3.023839837,8.118554357,15.26456163,10.90233999,13.20504863,17.62572058,2.195094013,1.718499373,6.501813075,4.118390098,5.048961376,4.466613656,8.936192125,9.105978491,5.546098188,8.846217618,6.031599592
ENSMUSG00000016495,40.61513251,54.2948633,101.4270458,45.35759755,71.71389682,51.60875597,86.00734879,51.49968967,44.94558749,50.48716231,96.23596487,89.39992978,104.6071085,76.99666099,65.88255143,82.21296755,132.947286,35.65348835,102.75222,113.3940723
ENSMUSG00000016496,22.78409872,15.20256172,43.65214631,16.6311191,35.18040221,25.44093604,39.97524662,26.41009726,20.26957867,39.51169224,49.83648181,16.25453269,30.47608672,12.62240344,30.14964218,283.5751634,179.8430752,30.10739016,69.40878439,126.6635914
ENSMUSG00000097855,19.81225976,19.54615079,20.5421865,18.14303902,9.471646749,7.995722756,16.95919554,14.5255535,11.45671838,6.58528204,3.436998746,6.501813075,9.060458215,23.98256654,12.28318755,26.80857637,26.40733762,6.338397929,7.485261062,23.52323841
ENSMUSG00000038658,692.4384786,698.231942,603.4267284,370.42038,377.5127776,618.5781878,548.7511127,376.343886,512.908469,285.3622217,329.9518796,412.8651302,380.539245,531.4031849,410.9284564,537.9587659,569.5789546,458.7415501,491.3053169,389.6413337
ENSMUSG00000046324,852.9177826,577.6973455,761.3447872,704.554682,783.4404954,879.5295032,709.8634703,318.241672,675.0650984,243.6554355,532.7348056,736.3303307,495.0304897,622.2844896,468.9944339,642.8100868,631.0443094,518.9563304,941.7819372,615.8263184
ENSMUSG00000046138,190.1976937,178.0871516,170.7569253,281.2171048,349.0978373,167.9101779,213.2013153,180.9091663,230.0156536,305.1180679,721.7697366,448.6251022,356.6525825,439.2596397,491.3275022,346.1285083,382.9063955,434.1802581,244.9721802,173.7100683
ENSMUSG00000074909,235.7658911,217.1794532,319.6877774,273.6575052,244.9097231,122.116493,216.8354286,310.3186429,188.5952102,106.4620596,180.4424341,464.8796348,234.7482356,482.1758114,159.6814382,153.1067584,141.5979655,153.7061498,137.4566122,387.2286938
ENSMUSG00000024810,25.75593769,46.69358244,57.77489953,28.72647845,17.59020111,59.60447873,43.60935995,89.7943307,28.20115293,95.48658958,46.39948306,50.38905133,154.0277896,37.86721032,45.78278998,100.0853518,119.2883182,17.4305943,154.4685692,99.52139327
ENSMUSG00000024817,615.1706655,502.7704342,593.1556352,524.6362117,447.873582,605.4942778,738.9363769,668.1754608,598.3932138,582.7974606,558.5122961,763.9630363,383.0102791,598.3019231,479.0443146,683.9165706,740.7713502,816.8610331,606.306146,381.8002542
ENSMUSG00000024827,2311.100101,1929.639442,671.4727212,816.4367559,1430.218659,3736.183179,1078.120288,2012.449412,1912.390683,1635.34504,965.7966475,1015.908293,401.9548735,1023.676919,821.8569128,735.7464849,839.5712168,2795.233487,2025.783835,1129.115444
ENSMUSG00000024863,3533.516528,3957.009637,3499.875025,3155.37687,3677.705124,2791.234126,2870.94953,9920.953038,5601.454002,5106.886222,6941.018967,3545.113579,2261.819842,4205.784827,6610.588211,3368.348685,1418.711449,7348.580099,3494.936437,1452.409182
ENSMUSG00000052920,13.86858183,17.37435626,15.40663987,15.11919918,6.765461964,35.61731046,8.479597768,15.84605836,14.9818625,75.73074346,20.62199247,11.37817288,253.69283,17.67136482,16.74980121,19.65962267,50.0828817,13.4690956,27.89960941,89.26767396
ENSMUSG00000053536,516.1093667,424.585831,355.6366038,630.470606,386.9844243,275.4889931,443.3618262,534.8044696,443.2868727,334.751837,326.5148808,650.1813075,443.1387745,498.5849359,414.2784166,427.1499836,451.6565331,675.8316792,394.6774014,768.425788
ENSMUSG00000052595,1574.084038,1370.40235,1658.78156,285.7528646,534.4714951,1149.930309,707.4407281,2069.231121,1956.454985,288.6548628,266.3674028,364.1015322,186.1512324,530.1409445,223.3306828,337.7880623,265.8945719,1354.040258,1384.773296,1825.162037
ENSMUSG00000118366,628.0486344,565.7524756,887.1656795,494.3978133,1650.772719,416.5044672,278.6153552,680.0600046,794.0387123,204.1437432,2509.009084,4057.131359,756.1364219,3129.093813,887.7394642,105.4470671,119.2883182,808.1457359,488.5834038,689.4118334
ENSMUSG00000024887,331.855351,228.0384259,234.9512581,182.9423101,267.9122938,409.2356283,221.6809131,289.1905651,346.3454095,141.5835639,352.2923714,235.690724,273.4611025,198.171734,280.2800069,312.7667244,315.5221547,213.9209301,312.3395298,326.9126979
ENSMUSG00000040451,442.8040056,462.5922353,227.2479382,1298.73921,223.2602448,517.5413275,564.4989371,731.5596942,440.6430146,558.6514264,192.4719297,274.7016024,449.7281987,209.5318971,190.9477338,667.2356786,938.3710835,346.2349869,537.5778399,754.553109
ENSMUSG00000097787,49.5306494,36.92050704,55.20712622,25.70263861,46.00514135,18.17209717,15.74782443,30.37161185,17.62572058,24.14603415,32.65148808,30.8836121,26.35769662,32.81824895,31.26629559,11.91492283,12.74836989,22.97669249,14.29004384,86.25187417
ENSMUSG00000062456,64.38984422,121.6204938,119.401459,78.61983576,82.53863596,77.7765759,50.87758661,157.1400787,73.14674042,140.4860169,151.2279448,157.6689671,70.01263166,121.175073,127.2984892,59.57461416,27.7732344,87.15297152,64.64543644,91.6803138
ENSMUSG00000024896,804.3777462,667.8268186,535.3807357,671.2924438,738.7884465,794.4840884,450.6300528,724.9571699,663.60838,473.0427599,560.2307955,572.1595506,485.1463535,549.0745497,608.5761107,408.6818532,408.8584342,655.2318859,632.1643206,457.1952491
ENSMUSG00000118106,15.84980781,17.37435626,7.703319937,4.535759755,9.471646749,14.53767774,9.690968878,13.20504863,5.287716175,13.17056408,18.9034931,21.13089249,11.53149227,21.45808585,16.74980121,16.68089197,16.39076128,30.10739016,16.33147868,80.22027458
ENSMUSG00000118168,307.0900263,308.3948235,224.6801648,43.84567763,339.6261906,56.69694318,135.6735643,48.85867994,317.2629705,18.65829911,211.3754228,121.9089952,72.48366572,133.7974765,90.44892654,6.553207558,6.829483868,57.04558136,54.43826227,4.825279674
ENSMUSG00000024899,1915.845519,1256.383137,960.3472189,1251.869692,1449.161953,1604.232738,867.3417146,1584.605836,1584.552281,692.5521612,1606.796914,716.8248915,1023.831778,772.4910906,1109.953494,600.5121108,666.1023266,1178.942015,849.2368913,1005.467652
ENSMUSG00000013662,1190.716812,932.7857515,882.0301328,1534.598717,838.9172835,920.9618847,1254.98047,965.289055,1217.937292,508.1642641,745.8287278,1098.80641,1155.620261,907.5508074,725.8247192,990.7258336,996.6493458,648.1011882,977.1668077,1170.733481
ENSMUSG00000013663,2019.859882,1722.233064,1638.239373,1672.18343,1338.208376,1814.302182,1515.425258,1148.839231,1858.632236,1039.377015,914.2416663,1152.446367,1263.522082,1296.320833,1035.137715,1424.429025,1715.111049,1579.053384,1502.496039,1337.80879
ENSMUSG00000117664,1.981225976,3.257691798,8.987206594,1.511919918,5.412369571,0.726883887,1.21137111,13.20504863,5.287716175,4.390188027,3.436998746,6.501813075,31.29976474,5.048961376,2.233306828,6.553207558,4.097690321,8.715297152,6.124304505,6.634759551
ENSMUSG00000071573,15.84980781,20.63204805,30.81327975,18.14303902,16.23710871,13.81079385,18.17056665,58.10221398,18.50700661,32.9264102,10.31099624,14.62907942,35.41815484,6.311201721,8.933227313,19.65962267,20.4884516,19.01519379,19.73387007,47.04647682
ENSMUSG00000024766,40.61513251,48.86537697,116.8336857,36.28607804,41.94586418,55.24317541,75.1050088,56.78170912,52.87716175,43.90188027,58.42897867,68.26903728,71.6599877,55.53857514,64.76589802,87.57468282,116.5565247,55.46098188,88.46217618,139.9331105
ENSMUSG00000024776,5.943677928,15.20256172,16.69052653,18.14303902,5.412369571,43.61303321,24.22742219,22.44858268,16.74443455,12.07301707,37.8069862,13.00362615,32.94712078,10.09792275,36.84956266,61.95759873,72.392529,13.4690956,42.87013153,100.7277132
ENSMUSG00000035783,49.5306494,102.074343,75.74931272,65.01255649,123.1314077,401.9667895,467.5892484,62.06372857,29.08243896,211.8265723,185.5979323,219.4361913,11057.87741,161.566764,147.3982507,486.1288516,1328.562262,81.60687334,190.5339179,11197.06148
ENSMUSG00000024778,410.113777,484.3101806,796.0097269,433.9210166,409.986995,218.0651661,307.6882619,467.4587216,252.0478044,274.3867517,328.2333802,1222.340858,282.5215607,776.2778116,288.0965808,291.9156094,186.6725591,645.724289,176.2438741,275.6441014
ENSMUSG00000050370,1.981225976,3.257691798,1.283886656,31.75031829,10.82473914,6.541954982,2.422742219,10.56403891,0,6.58528204,0,1.625453269,9.884136234,0,5.58326707,109.0215439,49.17228385,4.753798447,15.6510004,559.1292822
ENSMUSG00000024781,3575.122273,2916.720056,3711.716323,1623.801992,2677.769845,3983.3237,1881.259333,5036.405548,3529.550547,1247.910947,4359.832909,1989.554801,1014.77132,2052.4028,3515.224948,2970.986008,3230.34587,2796.025786,4499.322376,4062.282325
ENSMUSG00000045932,53.49310135,46.69358244,150.2147388,235.8595073,83.89172835,141.0154741,174.4374398,47.53817508,133.9554764,194.2658202,427.9063438,76.39630363,115.3149227,49.22737342,144.0482904,893.6192125,564.5706664,96.66056842,303.4933121,378.1812944
ENSMUSG00000074896,100.0519118,77.09870588,292.7261576,231.3237475,240.8504459,130.8390996,448.2073106,121.4864474,252.9290904,402.7997515,702.8662435,308.836121,280.0505266,193.1227726,291.4465411,6359.590062,737.5842578,183.0212402,842.4321086,558.5261222
ENSMUSG00000079339,2.971838964,7.601280862,24.39384647,4.535759755,2.706184786,10.9032583,109.0233999,5.282019453,13.21929044,8.780376054,18.9034931,17.87998596,4.118390098,2.524480688,7.816573899,109.0215439,32.32622364,7.922997411,22.45578318,16.88847886
ENSMUSG00000062488,11.88735586,27.14743165,96.29149922,92.22711502,69.00771203,47.97433654,109.0233999,36.97413617,53.75844778,87.80376054,190.7534304,48.76359806,126.022737,27.76928757,89.33227313,2250.728923,202.1527225,63.38397929,268.1084417,167.6784687
ENSMUSG00000034459,48.54003641,43.43589064,164.337492,111.882074,150.1932556,55.24317541,176.860182,47.53817508,109.2794676,170.119786,895.3381732,339.7197332,101.3123964,217.1053392,291.4465411,632.0866563,256.3332945,71.3069767,166.0366999,217.7407453
ENSMUSG00000009378,1920.798584,2080.579162,2059.354197,595.6964478,1113.595039,1036.536423,1195.623285,664.2139462,1140.384122,212.9241193,1311.215021,2586.09615,843.446292,2266.983658,873.2229698,224.5962954,264.9839741,579.1711108,583.8503628,140.5362705
ENSMUSG00000033610,6143.781751,4995.127424,5447.531082,2263.344118,4218.942081,1177.551897,893.991879,1636.105526,1888.595961,498.286341,4779.146756,6789.518303,3056.66913,5805.043343,3753.072125,159.659966,170.2817978,1006.220671,499.4710563,107.9656327
ENSMUSG00000024795,3.962451952,6.515383596,11.55497991,7.559599592,8.118554357,171.5445973,30.28427774,19.80757295,14.10057647,8.780376054,75.6139724,22.75634576,28.00505266,21.45808585,70.34916509,46.46819905,104.7187526,16.63829456,72.81117578,70.56971523
ENSMUSG00000024800,159.4886911,152.0256172,116.8336857,96.76287478,100.1288371,163.5488746,266.5016441,118.8454377,154.2250551,117.4375297,70.45847428,149.5417007,121.9043469,126.2240344,94.9155402,182.2983193,168.915901,121.2218604,147.6637864,153.8057896
ENSMUSG00000024803,0.990612988,5.42948633,7.703319937,22.67879878,8.118554357,14.53767774,3.634113329,14.5255535,4.406430146,64.7552734,13.74799498,24.38179903,559.2773753,7.573442065,11.16653414,207.3196573,133.4025849,7.13069767,119.0836987,1263.016955
ENSMUSG00000024805,249.634473,257.357652,269.6161978,276.6813451,221.9071524,267.4932704,461.5323928,229.7678462,341.9389793,233.7775124,312.7668858,321.8397472,440.6677404,261.2837512,205.4642282,296.0858324,283.1959311,343.8580876,302.8128339,197.8364666
ENSMUSG00000041180,39.62451952,39.09230158,46.21991962,37.79799796,44.65204896,22.53340049,52.08895772,110.9224085,45.82687352,58.16999135,34.36998746,40.63633172,47.77332513,45.44065239,12.28318755,32.17029165,36.87921289,80.02227385,43.55060981,27.74535812
ENSMUSG00000087579,355.6300627,369.2050704,300.4294776,78.61983576,139.3685165,3.634419435,238.6401086,835.8795784,295.2308198,50.48716231,61.86597742,427.4942097,143.3199754,307.986644,21.21641487,13.10641512,6.829483868,85.56837204,48.99443604,26.53903821
ENSMUSG00000067279,928.2043697,928.4421624,265.7645378,143.6323922,894.3940716,199.8930689,633.5470904,2913.033728,1030.223368,464.2623838,132.3244517,331.5924668,510.6803721,513.7318201,69.23251167,646.3845637,196.6891354,2297.669249,1131.635377,478.9090076
ENSMUSG00000024811,1050.049767,981.6511285,861.4879463,1195.928655,806.4430661,936.2264463,1343.410561,846.4436173,988.8029248,1140.35134,836.9091945,1134.566382,1333.534714,853.2744726,742.5745204,1469.109985,1650.9139,1069.604651,1271.813902,1277.492794
ENSMUSG00000047632,23.77471171,23.88973985,21.82607316,15.11919918,10.82473914,9.44949053,4.845484439,88.47382584,12.33800441,18.65829911,41.24398495,37.38542518,62.59952948,18.93360516,18.98310804,45.27670676,50.53818062,20.59979327,27.21913113,105.5529929
ENSMUSG00000040565,659.74825,583.1268318,442.9408964,556.38653,409.986995,518.2682114,1092.656741,765.8928207,659.2019498,485.115777,317.922384,630.6758682,337.707988,617.2355283,324.9461435,813.7892295,1018.503694,1030.781963,748.5261062,662.8727952
ENSMUSG00000039652,209.0193405,173.7435626,170.7569253,234.3475873,138.0154241,113.3938864,121.137111,186.1911857,98.70403527,179.9977091,132.3244517,165.7962334,405.2495856,118.6505923,182.0145065,160.8514582,149.7933462,183.0212402,134.0542208,85.64871421
ENSMUSG00000023307,2099.108921,1911.179188,2014.418164,3277.842383,2342.202932,1769.962265,1715.301491,2231.653219,1865.682524,1802.172185,1391.984492,2343.903613,1598.759036,2070.074164,1977.593196,1317.194719,1163.744051,2297.669249,1505.89843,1174.352441
ENSMUSG00000056999,2250.672709,1906.835599,1473.901881,2617.133379,2076.996823,1789.58813,1413.670085,1183.172357,1677.087314,690.3570672,2576.03056,2506.44894,2165.449513,2279.606061,2199.807226,963.321511,1087.709131,1304.917674,1348.707948,623.0642379
ENSMUSG00000080885,11.88735586,18.46025352,7.703319937,4.535759755,13.53092393,7.268838869,12.1137111,6.602524316,6.169002204,5.487735033,15.46649435,22.75634576,21.41562851,18.93360516,12.28318755,6.553207558,3.187092472,7.922997411,2.721913113,6.634759551
ENSMUSG00000012443,4.95306494,10.85897266,15.40663987,7.559599592,9.471646749,300.9299292,29.07290663,13.20504863,28.20115293,13.17056408,42.96248432,26.0072523,34.59447682,18.93360516,17.86645463,57.78737574,106.5399483,11.88449612,93.22552413,144.7583902
ENSMUSG00000102353,80.23965202,132.4794665,124.5370057,24.19071869,71.71389682,74.86904035,60.56855549,75.26877721,74.90931248,26.34112816,60.14747805,86.14902324,51.89171523,103.5037082,66.99920485,19.65962267,36.42391396,36.44578809,51.71634915,64.53811564
ENSMUSG00000024986,2475.541857,2393.317574,2091.451363,508.0050926,1734.664448,923.1425364,834.6346946,8964.907517,1039.036228,1989.852723,991.5741381,1415.769797,1076.547172,2311.16207,1496.315575,1425.620517,1433.736313,3020.246613,1435.128689,875.1851008
ENSMUSG00000053799,418.0386809,445.2178791,496.864136,235.8595073,276.0308481,327.0977491,440.9390839,258.8189532,406.2728595,188.7780852,311.0483865,393.359691,536.2143907,395.0812277,313.7796094,255.5750948,347.8483783,345.4426871,369.4997051,357.6738558
ENSMUSG00000024987,1029.246894,1078.295985,86.02040597,154.2158317,3421.970661,23.98716827,60.56855549,155.8195739,102.2291794,58.16999135,70.45847428,76.39630363,43.65493503,138.8464379,42.43282974,8.936192125,2.276494623,14.26139534,12.92908729,10.25371931
ENSMUSG00000048612,35.66206757,34.74871251,46.21991962,45.35759755,35.18040221,219.5189338,96.90968878,48.85867994,66.97773822,106.4620596,60.14747805,55.26541113,210.037895,37.86721032,78.16573899,526.0438431,736.6736599,81.60687334,421.8965326,1133.337563
ENSMUSG00000024989,3.962451952,4.343589064,6.419433281,0,0,93.04113752,10.90233999,0,6.169002204,3.29264102,13.74799498,1.625453269,12.35517029,2.524480688,8.933227313,31.57454551,43.25339783,5.546098188,34.70439219,89.26767396
ENSMUSG00000054200,4.95306494,9.773075394,7.703319937,15.11919918,5.412369571,9.44949053,23.01605108,14.5255535,14.9818625,8.780376054,5.155498118,1.625453269,21.41562851,1.262240344,2.233306828,9.531938266,8.650679566,16.63829456,11.56813073,10.85687927
ENSMUSG00000024990,75161.76985,86017.18013,62013.00938,69153.70515,122683.5342,38821.41463,34319.35491,98612.66218,40849.37003,47373.42145,70905.28412,118394.7652,42698.64485,116475.7522,86574.13919,11432.36846,7361.728311,37433.78587,16558.75842,20713.71932
ENSMUSG00000024992,7.924903904,5.42948633,7.703319937,3.023839837,5.412369571,9.44949053,23.01605108,17.16656322,3.525144117,6.58528204,1.718499373,9.752719612,8.236780195,13.88464379,1.116653414,25.61708409,15.02486451,4.753798447,16.33147868,1.206319918
ENSMUSG00000054237,352.6582237,318.1678989,320.9716641,338.6700617,503.3503701,239.8716827,341.6066529,241.65239,437.9991565,208.5339313,292.1448934,377.1051583,341.8263781,482.1758114,337.2293311,207.9154034,203.0633203,282.8510076,271.5108331,99.52139327
ENSMUSG00000044026,1325.440178,1278.101082,613.6978217,275.1694251,461.4045059,749.4172874,656.5631415,1078.852473,1156.24727,311.7033499,383.2253601,497.3887002,126.022737,703.0678717,314.8962628,338.9795546,345.5718837,340.6888887,457.281403,164.0595089
ENSMUSG00000024998,484.4097511,281.2473919,187.4474518,508.0050926,246.2628155,316.1944908,409.4434351,60.74322371,292.5869617,145.9737519,276.678399,185.3016726,383.0102791,150.2066009,274.6967399,119.1492283,167.0947053,152.1215503,184.4096134,65.74443555
ENSMUSG00000024999,162.46053,121.6204938,97.57538587,128.5131931,117.7190382,145.3767774,284.6722108,281.2675359,193.0016404,324.873914,101.391463,133.287168,126.022737,161.566764,107.1987278,365.1923848,317.3433504,453.1954519,285.1203986,276.8504213
ENSMUSG00000048720,202.0850495,166.1422817,120.6853457,190.5019097,140.7216088,173.725249,318.5906019,114.8839231,197.4080705,155.851675,312.7668858,256.8216165,142.4962974,195.6472533,180.8978531,193.617496,310.0585676,194.1134366,174.2024393,135.7109908
ENSMUSG00000025001,1.981225976,9.773075394,16.69052653,10.58343943,4.059277178,116.3014219,71.47089547,3.96151459,15.86314853,26.34112816,166.6944392,9.752719612,14.82620435,31.5560086,119.4819153,55.40439117,140.6873677,20.59979327,198.6996573,110.3782725
ENSMUSG00000025002,62.40861824,72.75511682,41.084373,71.06023616,60.88915767,93.04113752,30.28427774,88.47382584,72.26545439,57.07244435,85.92496864,16.25453269,13.17884831,30.29376826,17.86645463,8.340445983,6.374184944,60.21478033,16.33147868,8.444239429
ENSMUSG00000003053,33866.08622,26715.24454,3886.324908,19558.19606,30888.39314,1210.988556,4718.290472,28133.35611,8950.340913,14569.93651,2203.116196,3221.648379,1812.091643,4090.920955,2111.591606,1761.025595,885.1011093,5695.842839,1123.469638,7877.269067
ENSMUSG00000032808,786.5467124,549.4640166,156.6341721,668.2686039,645.4250714,74.14215646,279.8267263,827.9565493,467.9628815,347.9224011,658.1852598,255.1961632,116.1386008,478.3890904,481.2776215,44.68096062,18.66725591,324.0505941,24.49721802,199.0427865
ENSMUSG00000025003,62.40861824,65.15383596,21.82607316,33.2622382,36.5334946,13.81079385,13.32508221,85.83281611,52.87716175,55.97489734,17.18499373,21.13089249,6.589424156,20.19584551,20.09976145,2.382984567,0.455298925,30.10739016,8.846217618,6.634759551
ENSMUSG00000062624,3149.158689,2908.032878,3380.473566,2411.51227,3692.58914,308.9256519,1349.467416,4666.664187,1534.318977,921.9394856,4270.470941,4218.051232,1521.333302,4145.19729,3311.994026,422.9797606,369.7027267,1181.318914,724.7093664,1390.283706
ENSMUSG00000074882,3402.755614,3634.498149,2839.957284,1688.814549,1994.458187,1458.855961,1336.142334,4914.919101,2728.461546,2175.338167,3072.676878,4013.24412,867.3329546,3698.364208,2098.191765,373.5328308,297.3101977,1488.731214,571.6017538,620.651598
ENSMUSG00000025004,68.35229617,40.17819884,163.0536053,45.35759755,36.5334946,34.16354268,25.4387933,101.6788745,81.95960072,156.949222,262.930404,199.930752,261.1059322,232.2522233,282.5133138,41.70222992,17.30135913,27.73049094,39.46774014,33.77695772
ENSMUSG00000092008,49.5306494,10.85897266,73.18153941,13.60727927,17.59020111,26.89470382,15.74782443,42.25615562,38.77658528,46.09697428,168.4129385,95.90174285,95.54665026,161.566764,93.79888678,18.46813039,10.01657634,29.31509042,27.89960941,7.237919511
ENSMUSG00000042248,7502.902771,6519.727185,1670.33654,5509.436183,7770.809612,166.4564101,1664.423905,7936.234228,2250.804519,3063.253696,1684.129385,5505.410221,1061.720967,5632.116415,915.6557996,213.8728649,201.2421246,698.8083717,241.5697888,1983.793106
ENSMUSG00000067225,8518.281083,6834.637392,1743.518079,5095.170125,6662.626942,85.04541477,1240.444016,8974.151051,1611.872147,2560.577167,1524.308944,3959.604162,1339.30046,4854.576363,768.2575489,365.1923848,248.5932128,534.8023253,190.5339179,2115.885137
ENSMUSG00000054827,15747.77467,11156.50851,3626.979804,8737.385208,15777.0573,279.8502965,2580.220464,16194.67164,3632.661012,4414.334061,3000.499905,5885.766286,3167.865663,6548.502905,1819.028412,1002.04501,709.8110234,1666.998655,657.3420169,5052.670978
ENSMUSG00000060613,15189.06894,14763.85923,7515.872486,13159.75097,5285.178886,4319.87094,2500.26997,5960.758953,5322.08633,1899.853869,2481.513094,8137.019063,2969.35926,6355.380133,2515.820142,535.5757813,276.8217461,1930.042169,900.9532405,806.4248655
ENSMUSG00000055044,920.2794658,799.2203878,255.4934446,1333.513368,656.2498105,951.491008,1426.995167,522.9199258,1312.234897,716.6981954,264.6489034,209.6834717,1669.595346,242.3501461,378.5455074,1069.96007,899.6706749,569.6635139,758.7332803,1294.984432
ENSMUSG00000025006,313.0337042,245.4127821,423.6825966,185.96615,159.6649023,396.8786023,321.0133441,190.1527003,340.1764073,330.361649,565.3862936,264.9488828,1177.03589,181.7626096,341.6959447,206.128165,345.1165848,387.4345734,479.0567079,682.7770738
